date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:27:15	9379/9379	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22648c837f-24a3%22	https://chandrago.github.io/favicon.ico	C:/My%20Web%20Sites/CV%20Project/chandrago.github.io/favicon.ico	(from https://chandrago.github.io/blog-post-1.html)
12:27:15	9997/9997	---M--	200	added ('OK')	image/jpeg	etag:%22v81%22	https://4.bp.blogspot.com/-R_6al3gT3D8/XKr2D4jKICI/AAAAAAAAAIE/y4WDXJrpCmYs4KTBJ5FpK6GpQnj6lkS1gCEwYBhgL/s1600/2.jpg	C:/My%20Web%20Sites/CV%20Project/4.bp.blogspot.com/-R_6al3gT3D8/XKr2D4jKICI/AAAAAAAAAIE/y4WDXJrpCmYs4KTBJ5FpK6GpQnj6lkS1gCEwYBhgL/s1600/2.jpg	(from https://chandrago.github.io/blog-post-1.html)
12:27:15	14501/14501	---M--	200	added ('OK')	image/jpeg	etag:%22v81%22	https://4.bp.blogspot.com/-R_6al3gT3D8/XKr2D4jKICI/AAAAAAAAAIE/y4WDXJrpCmYs4KTBJ5FpK6GpQnj6lkS1gCEwYBhgL/s400/2.jpg	C:/My%20Web%20Sites/CV%20Project/4.bp.blogspot.com/-R_6al3gT3D8/XKr2D4jKICI/AAAAAAAAAIE/y4WDXJrpCmYs4KTBJ5FpK6GpQnj6lkS1gCEwYBhgL/s400/2.jpg	(from https://chandrago.github.io/blog-post-1.html)
12:27:17	9727/9727	---M--	200	added ('OK')	image/jpeg	etag:%22v85%22	https://2.bp.blogspot.com/-ZbRn1Bbc0Oc/XKr3cGJxVDI/AAAAAAAAAIM/p7Plqdp0_7gLPh1rqgsprPcjXvJR5DABwCLcBGAs/s1600/3.jpg	C:/My%20Web%20Sites/CV%20Project/2.bp.blogspot.com/-ZbRn1Bbc0Oc/XKr3cGJxVDI/AAAAAAAAAIM/p7Plqdp0_7gLPh1rqgsprPcjXvJR5DABwCLcBGAs/s1600/3.jpg	(from https://chandrago.github.io/blog-post-1.html)
12:27:17	15974/15974	---M--	200	added ('OK')	image/jpeg	etag:%22v85%22	https://2.bp.blogspot.com/-ZbRn1Bbc0Oc/XKr3cGJxVDI/AAAAAAAAAIM/p7Plqdp0_7gLPh1rqgsprPcjXvJR5DABwCLcBGAs/s400/3.jpg	C:/My%20Web%20Sites/CV%20Project/2.bp.blogspot.com/-ZbRn1Bbc0Oc/XKr3cGJxVDI/AAAAAAAAAIM/p7Plqdp0_7gLPh1rqgsprPcjXvJR5DABwCLcBGAs/s400/3.jpg	(from https://chandrago.github.io/blog-post-1.html)
12:27:18	68516/68516	---M--	200	added ('OK')	image/jpeg	etag:%22v8a%22	https://3.bp.blogspot.com/-L2wZj3TmLPU/XKr5f8iJ8vI/AAAAAAAAAIk/CKJp6US3TuIkC-DbZWaEkbuhd3jc3M0WwCLcBGAs/s1600/1_ZD_2eSJAykAYpeMMWATyeQ.jpeg	C:/My%20Web%20Sites/CV%20Project/3.bp.blogspot.com/-L2wZj3TmLPU/XKr5f8iJ8vI/AAAAAAAAAIk/CKJp6US3TuIkC-DbZWaEkbuhd3jc3M0WwCLcBGAs/s1600/1_ZD_2eSJAykAYpeMMWATyeQ.jpeg	(from https://chandrago.github.io/blog-post-1.html)
12:27:18	44133/44133	---M--	200	added ('OK')	image/jpeg	etag:%22v8a%22	https://3.bp.blogspot.com/-L2wZj3TmLPU/XKr5f8iJ8vI/AAAAAAAAAIk/CKJp6US3TuIkC-DbZWaEkbuhd3jc3M0WwCLcBGAs/s400/1_ZD_2eSJAykAYpeMMWATyeQ.jpeg	C:/My%20Web%20Sites/CV%20Project/3.bp.blogspot.com/-L2wZj3TmLPU/XKr5f8iJ8vI/AAAAAAAAAIk/CKJp6US3TuIkC-DbZWaEkbuhd3jc3M0WwCLcBGAs/s400/1_ZD_2eSJAykAYpeMMWATyeQ.jpeg	(from https://chandrago.github.io/blog-post-1.html)
12:27:19	6685/6685	---M--	200	added ('OK')	image/jpeg	etag:%22v8c%22	https://3.bp.blogspot.com/-amBuC2LznP8/XKr6Hd_hixI/AAAAAAAAAIs/pM_HqyMeJGovG6xPcYYpMzjMse09dcrgwCLcBGAs/s1600/images+%25289%2529.jpeg	C:/My%20Web%20Sites/CV%20Project/3.bp.blogspot.com/-amBuC2LznP8/XKr6Hd_hixI/AAAAAAAAAIs/pM_HqyMeJGovG6xPcYYpMzjMse09dcrgwCLcBGAs/s1600/images%20(9).jpeg	(from https://chandrago.github.io/blog-post-1.html)
12:27:19	10109/10109	---M--	200	added ('OK')	image/jpeg	etag:%22v8c%22	https://3.bp.blogspot.com/-amBuC2LznP8/XKr6Hd_hixI/AAAAAAAAAIs/pM_HqyMeJGovG6xPcYYpMzjMse09dcrgwCLcBGAs/s400/images+%25289%2529.jpeg	C:/My%20Web%20Sites/CV%20Project/3.bp.blogspot.com/-amBuC2LznP8/XKr6Hd_hixI/AAAAAAAAAIs/pM_HqyMeJGovG6xPcYYpMzjMse09dcrgwCLcBGAs/s400/images%20(9).jpeg	(from https://chandrago.github.io/blog-post-1.html)
12:27:20	14467/14467	---M--	200	added ('OK')	image/jpeg	etag:%22v85%22	https://2.bp.blogspot.com/-N87UQcHPB0o/XKr3oygYBsI/AAAAAAAAAIQ/a1ZT2vyIAVE46tKYz0OMWnOswUF-iDNdQCLcBGAs/s1600/4.jpg	C:/My%20Web%20Sites/CV%20Project/2.bp.blogspot.com/-N87UQcHPB0o/XKr3oygYBsI/AAAAAAAAAIQ/a1ZT2vyIAVE46tKYz0OMWnOswUF-iDNdQCLcBGAs/s1600/4.jpg	(from https://chandrago.github.io/blog-post-1.html)
12:27:20	20264/20264	---M--	200	added ('OK')	image/jpeg	etag:%22v85%22	https://2.bp.blogspot.com/-N87UQcHPB0o/XKr3oygYBsI/AAAAAAAAAIQ/a1ZT2vyIAVE46tKYz0OMWnOswUF-iDNdQCLcBGAs/s400/4.jpg	C:/My%20Web%20Sites/CV%20Project/2.bp.blogspot.com/-N87UQcHPB0o/XKr3oygYBsI/AAAAAAAAAIQ/a1ZT2vyIAVE46tKYz0OMWnOswUF-iDNdQCLcBGAs/s400/4.jpg	(from https://chandrago.github.io/blog-post-1.html)
12:27:21	22722/22722	---M--	200	added ('OK')	image/jpeg	etag:%22v87%22	https://1.bp.blogspot.com/-9SiRWlkiiog/XKr4j16I1CI/AAAAAAAAAIY/9SAVG-kHOIQcbC41zpBooqQJB9wYb7p9wCLcBGAs/s1600/images+%25288%2529.jpeg	C:/My%20Web%20Sites/CV%20Project/1.bp.blogspot.com/-9SiRWlkiiog/XKr4j16I1CI/AAAAAAAAAIY/9SAVG-kHOIQcbC41zpBooqQJB9wYb7p9wCLcBGAs/s1600/images%20(8).jpeg	(from https://chandrago.github.io/blog-post-1.html)
